ID,Thickness,CP3_y,T0in,p0in,outerTemperature
1.0,0.003607983065679143,-0.008919029806894229,472.4439740466428,573865.5377119428,321.8753485805229
2.0,0.007392016934320858,-0.008919029806894229,472.4439740466428,573865.5377119428,321.8753485805229
3.0,0.003607983065679143,-0.0036390201931057724,472.4439740466428,573865.5377119428,321.8753485805229
4.0,0.007392016934320858,-0.0036390201931057724,472.4439740466428,573865.5377119428,321.8753485805229
5.0,0.003607983065679143,-0.008919029806894229,577.5560259533572,573865.5377119428,321.8753485805229
6.0,0.007392016934320858,-0.008919029806894229,577.5560259533572,573865.5377119428,321.8753485805229
7.0,0.003607983065679143,-0.0036390201931057724,577.5560259533572,573865.5377119428,321.8753485805229
8.0,0.007392016934320858,-0.0036390201931057724,577.5560259533572,573865.5377119428,321.8753485805229
9.0,0.003607983065679143,-0.008919029806894229,472.4439740466428,826134.4622880572,321.8753485805229
10.0,0.007392016934320858,-0.008919029806894229,472.4439740466428,826134.4622880572,321.8753485805229
11.0,0.003607983065679143,-0.0036390201931057724,472.4439740466428,826134.4622880572,321.8753485805229
12.0,0.007392016934320858,-0.0036390201931057724,472.4439740466428,826134.4622880572,321.8753485805229
13.0,0.003607983065679143,-0.008919029806894229,577.5560259533572,826134.4622880572,321.8753485805229
14.0,0.007392016934320858,-0.008919029806894229,577.5560259533572,826134.4622880572,321.8753485805229
15.0,0.003607983065679143,-0.0036390201931057724,577.5560259533572,826134.4622880572,321.8753485805229
16.0,0.007392016934320858,-0.0036390201931057724,577.5560259533572,826134.4622880572,321.8753485805229
17.0,0.003607983065679143,-0.008919029806894229,472.4439740466428,573865.5377119428,368.1246514194771
18.0,0.007392016934320858,-0.008919029806894229,472.4439740466428,573865.5377119428,368.1246514194771
19.0,0.003607983065679143,-0.0036390201931057724,472.4439740466428,573865.5377119428,368.1246514194771
20.0,0.007392016934320858,-0.0036390201931057724,472.4439740466428,573865.5377119428,368.1246514194771
21.0,0.003607983065679143,-0.008919029806894229,577.5560259533572,573865.5377119428,368.1246514194771
22.0,0.007392016934320858,-0.008919029806894229,577.5560259533572,573865.5377119428,368.1246514194771
23.0,0.003607983065679143,-0.0036390201931057724,577.5560259533572,573865.5377119428,368.1246514194771
24.0,0.007392016934320858,-0.0036390201931057724,577.5560259533572,573865.5377119428,368.1246514194771
25.0,0.003607983065679143,-0.008919029806894229,472.4439740466428,826134.4622880572,368.1246514194771
26.0,0.007392016934320858,-0.008919029806894229,472.4439740466428,826134.4622880572,368.1246514194771
27.0,0.003607983065679143,-0.0036390201931057724,472.4439740466428,826134.4622880572,368.1246514194771
28.0,0.007392016934320858,-0.0036390201931057724,472.4439740466428,826134.4622880572,368.1246514194771
29.0,0.003607983065679143,-0.008919029806894229,577.5560259533572,826134.4622880572,368.1246514194771
30.0,0.007392016934320858,-0.008919029806894229,577.5560259533572,826134.4622880572,368.1246514194771
31.0,0.003607983065679143,-0.0036390201931057724,577.5560259533572,826134.4622880572,368.1246514194771
32.0,0.007392016934320858,-0.0036390201931057724,577.5560259533572,826134.4622880572,368.1246514194771
33.0,0.0055000000000000005,-0.006279025000000001,525.0,700000.0,345.0
34.0,0.0010000000000000009,-0.006279025000000001,525.0,700000.0,345.0
35.0,0.01,-0.006279025000000001,525.0,700000.0,345.0
36.0,0.0055000000000000005,-0.012558050000000001,525.0,700000.0,345.0
37.0,0.0055000000000000005,8.673617379884035e-19,525.0,700000.0,345.0
38.0,0.0055000000000000005,-0.006279025000000001,399.9999999999999,700000.0,345.0
39.0,0.0055000000000000005,-0.006279025000000001,650.0000000000001,700000.0,345.0
40.0,0.0055000000000000005,-0.006279025000000001,525.0,399999.99999999994,345.0
41.0,0.0055000000000000005,-0.006279025000000001,525.0,1000000.0,345.0
42.0,0.0055000000000000005,-0.006279025000000001,525.0,700000.0,290.00000000000006
43.0,0.0055000000000000005,-0.006279025000000001,525.0,700000.0,399.99999999999994
