3.581193552871739585e-03,-8.956410255928784828e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.215479212017656891e+02
7.418806447128261511e-03,-8.956410255928784828e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.215479212017656891e+02
3.581193552871739585e-03,-3.601639744071216329e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.215479212017656891e+02
7.418806447128261511e-03,-3.601639744071216329e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.215479212017656891e+02
3.581193552871739585e-03,-8.956410255928784828e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.215479212017656891e+02
7.418806447128261511e-03,-8.956410255928784828e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.215479212017656891e+02
3.581193552871739585e-03,-3.601639744071216329e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.215479212017656891e+02
7.418806447128261511e-03,-3.601639744071216329e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.215479212017656891e+02
3.581193552871739585e-03,-8.956410255928784828e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.215479212017656891e+02
7.418806447128261511e-03,-8.956410255928784828e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.215479212017656891e+02
3.581193552871739585e-03,-3.601639744071216329e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.215479212017656891e+02
7.418806447128261511e-03,-3.601639744071216329e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.215479212017656891e+02
3.581193552871739585e-03,-8.956410255928784828e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.215479212017656891e+02
7.418806447128261511e-03,-8.956410255928784828e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.215479212017656891e+02
3.581193552871739585e-03,-3.601639744071216329e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.215479212017656891e+02
7.418806447128261511e-03,-3.601639744071216329e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.215479212017656891e+02
3.581193552871739585e-03,-8.956410255928784828e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.684520787982343109e+02
7.418806447128261511e-03,-8.956410255928784828e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.684520787982343109e+02
3.581193552871739585e-03,-3.601639744071216329e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.684520787982343109e+02
7.418806447128261511e-03,-3.601639744071216329e-03,5.147197134609662044e+02,5.720795701914492529e+05,3.684520787982343109e+02
3.581193552871739585e-03,-8.956410255928784828e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.684520787982343109e+02
7.418806447128261511e-03,-8.956410255928784828e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.684520787982343109e+02
3.581193552871739585e-03,-3.601639744071216329e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.684520787982343109e+02
7.418806447128261511e-03,-3.601639744071216329e-03,6.852802865390337956e+02,5.720795701914492529e+05,3.684520787982343109e+02
3.581193552871739585e-03,-8.956410255928784828e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.684520787982343109e+02
7.418806447128261511e-03,-8.956410255928784828e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.684520787982343109e+02
3.581193552871739585e-03,-3.601639744071216329e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.684520787982343109e+02
7.418806447128261511e-03,-3.601639744071216329e-03,5.147197134609662044e+02,8.279204298085507471e+05,3.684520787982343109e+02
3.581193552871739585e-03,-8.956410255928784828e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.684520787982343109e+02
7.418806447128261511e-03,-8.956410255928784828e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.684520787982343109e+02
3.581193552871739585e-03,-3.601639744071216329e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.684520787982343109e+02
7.418806447128261511e-03,-3.601639744071216329e-03,6.852802865390337956e+02,8.279204298085507471e+05,3.684520787982343109e+02
1.000000000169401840e-03,-6.279025000000000578e-03,6.000000000000000000e+02,7.000000000000000000e+05,3.450000000000000000e+02
9.999999999830599257e-03,-6.279025000000000578e-03,6.000000000000000000e+02,7.000000000000000000e+05,3.450000000000000000e+02
5.500000000000000548e-03,-1.255804999976362774e-02,6.000000000000000000e+02,7.000000000000000000e+05,3.450000000000000000e+02
5.500000000000000548e-03,-2.363725534748617463e-13,6.000000000000000000e+02,7.000000000000000000e+05,3.450000000000000000e+02
5.500000000000000548e-03,-6.279025000000000578e-03,4.000000000075290245e+02,7.000000000000000000e+05,3.450000000000000000e+02
5.500000000000000548e-03,-6.279025000000000578e-03,7.999999999924709755e+02,7.000000000000000000e+05,3.450000000000000000e+02
5.500000000000000548e-03,-6.279025000000000578e-03,6.000000000000000000e+02,4.000000000112933922e+05,3.450000000000000000e+02
5.500000000000000548e-03,-6.279025000000000578e-03,6.000000000000000000e+02,9.999999999887065496e+05,3.450000000000000000e+02
5.500000000000000548e-03,-6.279025000000000578e-03,6.000000000000000000e+02,7.000000000000000000e+05,2.900000000020704647e+02
5.500000000000000548e-03,-6.279025000000000578e-03,6.000000000000000000e+02,7.000000000000000000e+05,3.999999999979295353e+02
5.500000000000000548e-03,-6.279025000000000578e-03,6.000000000000000000e+02,7.000000000000000000e+05,3.450000000000000000e+02
